no,product_name,pesticide_type,formulation,ingredient_name,ingredient_concentration,ingredient_unit,nama_komoditas,target_pest,dose_value,dose_unit,registered_at,expired_at
516,KENTARA 200 EC,Insektisida,EC,Karbosulfan,200,g/l,padi,walang sangit,2,ml/l,2024-08-09,2029-08-09
517,MARSHAL 200 SC,Insektisida,SC,Karbosulfan,200,g/l,padi,walang sangit,2,ml/l,2022-10-04,2027-10-04
518,MEOTHRIN 50 EC,Insektisida,EC,Fenpropatrin,50,g/l,padi,walang sangit,0.75,ml/l,2023-08-28,2028-08-28
519,METARIZEP WP,Insektisida,WP,Beauveria bassiana,1 x 10^6,cfu/gr,padi,walang sangit,2,g/l,2022-10-04,2027-10-04
520,METARIZEP WP,Insektisida,WP,Beauveria bassiana,1 x 10^6,cfu/gr,padi,walang sangit,2,g/l,2022-10-04,2027-10-04
521,METARIZEP WP,Insektisida,WP,Beauveria bassiana,1 x 10^6,cfu/gr,padi,walang sangit,2,g/l,2022-10-04,2027-10-04
522,METARIZEP WP,Insektisida,WP,Beauveria bassiana,1 x 10^6,cfu/gr,padi,walang sangit,2,g/l,2022-10-04,2027-10-04
523,METARIZEP WP,Insektisida,WP,Beauveria bassiana,1 x 10^6,cfu/gr,padi,walang sangit,2,g/l,2022-10-04,2027-10-04
524,METARIZEP WP,Insektisida,WP,Metarhizium anisopliae,1 x 10^6,cfu/gr,padi,walang sangit,2,g/l,2022-10-04,2027-10-04
525,METARIZEP WP,Insektisida,WP,Metarhizium anisopliae,1 x 10^6,cfu/gr,padi,walang sangit,2,g/l,2022-10-04,2027-10-04
526,METARIZEP WP,Insektisida,WP,Metarhizium anisopliae,1 x 10^6,cfu/gr,padi,walang sangit,2,g/l,2022-10-04,2027-10-04
527,METARIZEP WP,Insektisida,WP,Metarhizium anisopliae,1 x 10^6,cfu/gr,padi,walang sangit,2,g/l,2022-10-04,2027-10-04
528,METARIZEP WP,Insektisida,WP,Metarhizium anisopliae,1 x 10^6,cfu/gr,padi,walang sangit,2,g/l,2022-10-04,2027-10-04
529,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,walang sangit,"0,75 - 1,5",ml/l,2023-08-28,2028-08-28
530,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,walang sangit,"0,75 - 1,5",ml/l,2023-08-28,2028-08-28
531,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,walang sangit,"0,75 - 1,5",ml/l,2023-08-28,2028-08-28
532,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,walang sangit,"0,75 - 1,5",ml/l,2023-08-28,2028-08-28
533,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,walang sangit,"0,75 - 1,5",ml/l,2023-08-28,2028-08-28
534,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,walang sangit,"0,75 - 1,5",ml/l,2023-08-28,2028-08-28
535,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,walang sangit,"0,75 - 1,5",ml/l,2023-08-28,2028-08-28
536,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,walang sangit,"0,75 - 1,5",ml/l,2023-08-28,2028-08-28
537,PENALTY 50 SC,Insektisida,SC,fipronil,50,g/l,padi,walang sangit,2,ml/l,2023-04-26,2028-04-26
538,Plenum 50 WG,Insektisida,WG,Pimetrozin,50,%,padi,walang sangit,250-300,g/ha,2024-03-05,2029-03-05
539,PROMOCYODAN 3 GR,Insektisida,GR,karbofuran,3,%,padi,walang sangit,17,kg/ha,2023-02-08,2028-02-08
540,PROMODAN 3 GR,Insektisida,GR,karbofuran,3,%,padi,walang sangit,17,kg/ha,2022-12-05,2027-12-05
541,PROMODAN 3 GR,Insektisida,GR,karbofuran,3,%,padi,walang sangit,17,kg/ha,2022-12-05,2027-12-05
542,REGENT 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,walang sangit,1,ml/l,2025-09-26,2030-09-26
543,RESPECT 200 EC,Insektisida,EC,karbosulfan,200,g/l,padi,walang sangit,"1,5 - 2",ml/l,2023-04-26,2028-04-26
544,SAWARNA 18 EC,Insektisida,EC,abamektin,18,g/l,padi,walang sangit,2,ml/l,2023-04-26,2028-04-26
545,SIDABAS 500 EC,Insektisida,EC,BPMC,500,g/l,padi,walang sangit,4,ml/l,2025-09-26,2030-09-26
546,SIDATAN 410 SL,Insektisida,SL,Dimehipo,410,g/l,padi,walang sangit,0.75,ml/l,2022-01-14,2027-01-14
547,SUMIALPHA 25 EC,Insektisida,EC,Esvenfalerat,25,g/l,padi,walang sangit,1,ml/l,2023-04-26,2028-04-26
548,TENCHU 20 SG,Insektisida,SG,dinotefuron,20,%,padi,walang sangit,"0,5",g/l,2025-09-26,2030-09-26
549,BASSA 500 EC,Insektisida,EC,BPMC,500,g/l,padi,walang sangit,2,ml/l,2026-04-20,2031-04-20
550,ABAKTIN 18 EC,Insektisida,EC,Abamectin,18,%,padi,wereng batang cokelat,2,ml/l,2024-03-05,2029-03-05
551,ABUKI 50 SL,Insektisida,SL,Imidakloprid,50,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
552,AGENT 50 SC,Insektisida,SC,fipronil,50,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
553,AGXAMET 25 WG,Insektisida,WG,Tiametoksam,25,%,padi,wereng batang cokelat,0.15,g/l,2022-12-05,2027-12-05
554,AGXINDOR 30 WG,Insektisida,WG,Indoksakarb,30,%,padi,wereng batang cokelat,1,g/l,2024-09-19,2029-09-19
555,AKESS 50 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,1,g/l,2022-01-14,2027-01-14
556,AKESS 50 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,1,g/l,2022-01-14,2027-01-14
557,ALAMO 350 SC,Insektisida,SC,Imidakloprid,350,g/l,padi,wereng batang cokelat,"112,5",ml/ha,2023-04-26,2028-04-26
558,ALDES 50/10 WG,Insektisida,WG,Fipronil,10,%,padi,wereng batang cokelat,1,g/l,2022-01-14,2027-01-14
559,ALDES 50/10 WG,Insektisida,WG,Fipronil,10,%,padi,wereng batang cokelat,1,g/l,2022-01-14,2027-01-14
560,ALDES 50/10 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,1,g/l,2022-01-14,2027-01-14
561,ALDES 50/10 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,1,g/l,2022-01-14,2027-01-14
562,ALPHADINE 6 GR,Insektisida,GR,dimehipo,6,%,padi,wereng batang cokelat,12,kg/ha,2022-06-27,2027-06-27
563,"AMFIPRON 0,3 GR",Insektisida,GR,Fipronil,"0,3",%,padi,wereng batang cokelat,25,kg/ha,2023-04-26,2028-04-26
564,AMURON 20/50 EC,Insektisida,EC,Emamektin benzoat,20,g/l,padi,wereng batang cokelat,1,ml/l,2024-03-04,2029-03-04
565,AMURON 20/50 EC,Insektisida,EC,Heksaflumuron,50,g/l,padi,wereng batang cokelat,1,ml/l,2024-03-04,2029-03-04
566,ANDROMEDA 50/100 EC,Insektisida,EC,Abamektin,50,g/l,padi,wereng batang cokelat,1,ml/l,2024-08-09,2029-08-09
567,ANDROMEDA 50/100 EC,Insektisida,EC,Asetamiprid,100,g/l,padi,wereng batang cokelat,1,ml/l,2024-08-09,2029-08-09
568,Aneto 50 EC,Insektisida,EC,fipronil,50,g/l,padi,wereng batang cokelat,"0,75",l/ha,2024-11-18,2029-11-18
569,APPLAUD 100 EC,Insektisida,EC,Buprofezin,100,g/l,padi,wereng batang cokelat,"1,5",ml/liter,2022-12-05,2027-12-05
570,APPLAUD 100 EC,Insektisida,EC,Buprofezin,100,g/l,padi,wereng batang cokelat,"1,5",ml/liter,2022-12-05,2027-12-05
571,APPLAUD 100 EC,Insektisida,EC,Buprofezin,100,g/l,padi,wereng batang cokelat,"1,5",ml/liter,2022-12-05,2027-12-05
572,ASPRIL 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,wereng batang cokelat,1,ml/l,2022-06-27,2027-06-27
573,ASPRIL 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,wereng batang cokelat,1,ml/l,2022-06-27,2027-06-27
574,ASPRIL 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,wereng batang cokelat,1,ml/l,2022-06-27,2027-06-27
575,ASSOCIATE 40/160 SC,Insektisida,SC,emamektin benzoat,40,g/l,padi,wereng batang cokelat,1,ml/l,2025-11-13,2030-11-13
576,ASSOCIATE 40/160 SC,Insektisida,SC,indosakarb,160,g/l,padi,wereng batang cokelat,1,ml/l,2025-11-13,2030-11-13
577,ASTERPIRAM 120 EC,Insektisida,EC,Nitenpyram,120,g/l,padi,wereng batang cokelat,2,ml/l,2025-02-17,2030-02-17
578,AVIDOR 25 WP,Insektisida,WP,imidakloprid,25,%,padi,wereng batang cokelat,"1,5",g/l,2026-01-20,2031-01-20
579,AVIMAX 20/100 EC,Insektisida,EC,abamektin,20,g/l,padi,wereng batang cokelat,"0,25",ml/l,2024-11-18,2029-11-18
580,AVIMAX 20/100 EC,Insektisida,EC,imidakloprid,100,g/l,padi,wereng batang cokelat,"0,25",ml/l,2024-11-18,2029-11-18
581,AVOS 525 SL,Insektisida,SL,Dimehipo,525,g/l,padi,wereng batang cokelat,"1,5",ml/l,2025-07-11,2030-07-11
582,BADIK 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,"0,75 - 1",ml/l,2022-10-04,2027-10-04
583,BADIK 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,"0,75 - 1",ml/l,2022-10-04,2027-10-04
584,BADIK 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,"0,75 - 1",ml/l,2022-10-04,2027-10-04
585,BADIK 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,"0,75 - 1",ml/l,2022-10-04,2027-10-04
586,BADIK 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,"0,75 - 1",ml/l,2022-10-04,2027-10-04
587,BADIK 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,"0,75 - 1",ml/l,2022-10-04,2027-10-04
588,BADIK 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,"0,75 - 1",ml/l,2022-10-04,2027-10-04
589,BADIK 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,"0,75 - 1",ml/l,2022-10-04,2027-10-04
590,BADIK 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,"0,75 - 1",ml/l,2022-10-04,2027-10-04
591,BADIK 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,"0,75 - 1",ml/l,2022-10-04,2027-10-04
592,BADIK 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,"0,75 - 1",ml/l,2022-10-04,2027-10-04
593,BALTIKO 68/2 WP,Insektisida,WP,imidakloprid,2,%,padi,wereng batang cokelat,"1,5",ml/l,2026-04-20,2031-04-20
594,BALTIKO 68/2 WP,Insektisida,WP,monosultap,68,%,padi,wereng batang cokelat,"1,5",ml/l,2026-04-20,2031-04-20
595,BESHIPO 500 SL,Insektisida,SL,Dimehipo,500,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-04-26,2028-04-26
596,BESTKING 60/20 WG,Insektisida,WG,Nitenpiram,20,%,padi,wereng batang cokelat,2,g/l,2025-02-17,2030-02-17
597,BESTKING 60/20 WG,Insektisida,WG,Pimetrozin,60,%,padi,wereng batang cokelat,2,g/l,2025-02-17,2030-02-17
598,BESTROXAM 30/10 WG,Insektisida,WG,Pimetrozin,30,%,padi,wereng batang cokelat,2,g/l,2025-02-17,2030-02-17
599,BESTROXAM 30/10 WG,Insektisida,WG,Tiametoksam,10,%,padi,wereng batang cokelat,2,g/l,2025-02-17,2030-02-17
600,BIOVAR P,Insektisida, P,Beauveria bassiana,"6,2 x 10^8",cfu/g,padi,wereng batang cokelat,4,g/l,2024-08-09,2029-08-09
601,BLADE 5/50 WP,Insektisida,WP,Nitenpyram,5,%,padi,wereng batang cokelat,2,g/l,2024-11-18,2029-11-18
602,BLADE 5/50 WP,Insektisida,WP,Pymetrozine,50,%,padi,wereng batang cokelat,2,g/l,2024-11-18,2029-11-18
603,BUPRO-NA 25 WP,Insektisida,WP,Buprofezin,25,%,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
604,BURENG 20 WG,Insektisida,WG,Nitenpiram,20.00,%,padi,wereng batang cokelat,"0,25",g/l,2025-07-11,2030-07-11
605,CAMORA 100 SL,Insektisida,SL,Nitenpiram,100,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
606,CANTRIO 50 WG,Insektisida,WG,Pymetrozine,50,%,padi,wereng batang cokelat,1,g/l,2023-02-08,2028-02-08
607,CARBOTER 3 GR,Insektisida,GR,Karbofuran,3,%,padi,wereng batang cokelat,15,kg/ha,2023-04-26,2028-04-26
608,CARBOTER 3 GR,Insektisida,GR,Karbofuran,3,%,padi,wereng batang cokelat,15,kg/ha,2023-04-26,2028-04-26
609,CATALAN 33 WP,Insektisida,WP,imidakloprid,33,%,padi,wereng batang cokelat,2,g/l,2026-01-20,2031-01-20
610,CENTADINE 450 SL,Insektisida,SL,dimehipo,450,g/l,padi,wereng batang cokelat,3,ml/l,2022-10-04,2027-10-04
611,CHLORANLIER 200 SC,Insektisida,SC,klorantraniliprol,200,g/l,padi,wereng batang cokelat,1,ml/l,2024-11-18,2029-11-18
612,Cleverole 50 SC,Insektisida,SC,Klorantraniliprol,50,g/l,padi,wereng batang cokelat,2,ml/l,2025-02-17,2030-02-17
613,CONDIOR 25 WP,Insektisida,WP,Imidakloprid,25,%,padi,wereng batang cokelat,"1,5",g/l,2025-11-13,2030-11-13
614,CONQUER 100/200 SC,Insektisida,SC,Klorantraniliprol,100,g/l,padi,wereng batang cokelat,"0,4",ml/l,2025-07-11,2030-07-11
615,CONQUER 100/200 SC,Insektisida,SC,Tiametoksam,200,g/l,padi,wereng batang cokelat,"0,4",ml/l,2025-07-11,2030-07-11
616,CYPIRAN 12.5 WP,Insektisida,WP,Nitenpiram,12.5,%,padi,wereng batang cokelat,"1,5",g/l,2024-11-18,2029-11-18
617,D-REJEN 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,wereng batang cokelat,2,ml/l,2025-11-13,2030-11-13
618,DEFENDER 10/50 WG,Insektisida,WG,Nitenpiram,10,%,padi,wereng batang cokelat,1.5,g/l,2023-08-28,2028-08-28
619,DEFENDER 10/50 WG,Insektisida,WG,Nitenpiram,10,%,padi,wereng batang cokelat,1.5,g/l,2023-08-28,2028-08-28
620,DEFENDER 10/50 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,1.5,g/l,2023-08-28,2028-08-28
621,DEFENDER 10/50 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,1.5,g/l,2023-08-28,2028-08-28
622,DEFRON 500 SL,Insektisida,SL,dimehipo,500,g/l,padi,wereng batang cokelat,1,ml/l,2025-07-11,2030-07-11
623,Defuser 20/60 WG,Insektisida,WG,nitenpiram,20,%,padi,wereng batang cokelat,1.5,g/l,2024-03-04,2029-03-04
624,Defuser 20/60 WG,Insektisida,WG,pimetrozin,60,%,padi,wereng batang cokelat,1.5,g/l,2024-03-04,2029-03-04
625,DEKAPIRIM 400 SC,Insektisida,SC,imidakloprid,200,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
626,DEKAPIRIM 400 SC,Insektisida,SC,klorfenapir,200,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
627,DELADAXIN 50/90 SC,Insektisida,SC,Spinetoram,90,g/l,padi,wereng batang cokelat,1.7,ml/l,2022-12-05,2027-12-05
628,DELADAXIN 50/90 SC,Insektisida,SC,Spinetoram,90,g/l,padi,wereng batang cokelat,1.7,ml/l,2022-12-05,2027-12-05
629,DELADAXIN 50/90 SC,Insektisida,SC,Spinetoram,90,g/l,padi,wereng batang cokelat,1.7,ml/l,2022-12-05,2027-12-05
630,DELADAXIN 50/90 SC,Insektisida,SC,Spinetoram,90,g/l,padi,wereng batang cokelat,1.7,ml/l,2022-12-05,2027-12-05
631,DELADAXIN 50/90 SC,Insektisida,SC,Spinetoram,90,g/l,padi,wereng batang cokelat,1.7,ml/l,2022-12-05,2027-12-05
632,DELADAXIN 50/90 SC,Insektisida,SC,Triflumezopyrim,50,g/l,padi,wereng batang cokelat,1.7,ml/l,2022-12-05,2027-12-05
633,DELADAXIN 50/90 SC,Insektisida,SC,Triflumezopyrim,50,g/l,padi,wereng batang cokelat,1.7,ml/l,2022-12-05,2027-12-05
634,DELADAXIN 50/90 SC,Insektisida,SC,Triflumezopyrim,50,g/l,padi,wereng batang cokelat,1.7,ml/l,2022-12-05,2027-12-05
635,DELADAXIN 50/90 SC,Insektisida,SC,Triflumezopyrim,50,g/l,padi,wereng batang cokelat,1.7,ml/l,2022-12-05,2027-12-05
636,DELADAXIN 50/90 SC,Insektisida,SC,Triflumezopyrim,50,g/l,padi,wereng batang cokelat,1.7,ml/l,2022-12-05,2027-12-05
637,DELOUSE 25 WP,Insektisida,WP,imidakloprid,25,%,padi,wereng batang cokelat,"1,5",g/l,2024-03-04,2029-03-04
638,DEMIOS 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,2,ml/l,2024-03-04,2029-03-04
639,DESTAR 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,wereng batang cokelat,1,ml/l,2022-10-04,2027-10-04
640,DESTAR 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,wereng batang cokelat,1,ml/l,2022-10-04,2027-10-04
641,DESTAR 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,wereng batang cokelat,1,ml/l,2022-10-04,2027-10-04
642,DESTAR 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,wereng batang cokelat,1,ml/l,2022-10-04,2027-10-04
643,DETONATOR 20 WP,Insektisida,WP,buprofezin,10,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
644,DETONATOR 20 WP,Insektisida,WP,buprofezin,10,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
645,DETONATOR 20 WP,Insektisida,WP,buprofezin,10,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
646,DETONATOR 20 WP,Insektisida,WP,buprofezin,10,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
647,DETONATOR 20 WP,Insektisida,WP,buprofezin,10,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
648,DETONATOR 20 WP,Insektisida,WP,etofenproks,10,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
649,DETONATOR 20 WP,Insektisida,WP,etofenproks,10,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
650,DETONATOR 20 WP,Insektisida,WP,etofenproks,10,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
651,DETONATOR 20 WP,Insektisida,WP,etofenproks,10,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
652,DETONATOR 20 WP,Insektisida,WP,etofenproks,10,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
653,Dharmafur 3 GR,Insektisida,GR,karbofuran,3,%,padi,wereng batang cokelat,25.5,kg/ha,2022-12-05,2027-12-05
654,DIAMONA 40/20 WG,Insektisida,WG,Dinotefuran,20,%,padi,wereng batang cokelat,"1,5",g/l,2025-09-26,2030-09-26
655,DIAMONA 40/20 WG,Insektisida,WG,Pimetrozin,40,%,padi,wereng batang cokelat,"1,5",g/l,2025-09-26,2030-09-26
656,DIMPO 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,3,ml/l,2023-04-26,2028-04-26
657,E-BUNITE 60/10 WP,Insektisida,WP,Buprofezin,60,%,padi,wereng batang cokelat,2,g/l,2026-04-20,2031-04-20
658,E-BUNITE 60/10 WP,Insektisida,WP,Nitenpiram,10,%,padi,wereng batang cokelat,2,g/l,2026-04-20,2031-04-20
659,ET-HIPO 500 SL,Insektisida,SL,dimehipo,500,g/l,padi,wereng batang cokelat,2,ml/l,2025-11-13,2030-11-13
660,EXPERTO 300 SC,Insektisida,SC,Imidakloprid,200,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-04-26,2028-04-26
661,EXPERTO 300 SC,Insektisida,SC,Imidakloprid,200,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-04-26,2028-04-26
662,EXPERTO 300 SC,Insektisida,SC,Imidakloprid,200,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-04-26,2028-04-26
663,EXPERTO 300 SC,Insektisida,SC,Klorfenapir,100,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-04-26,2028-04-26
664,EXPERTO 300 SC,Insektisida,SC,Klorfenapir,100,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-04-26,2028-04-26
665,EXPERTO 300 SC,Insektisida,SC,Klorfenapir,100,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-04-26,2028-04-26
666,FERADIPO 500 SL,Insektisida,SL,dimehipo,500,g/l,padi,wereng batang cokelat,2.5,ml/l,2023-08-28,2028-08-28
667,FICAZ 25 SP,Insektisida,SP,Nitenpiram,25,%,padi,wereng batang cokelat,1,g/l,2024-03-04,2029-03-04
668,FIPROZOLE 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,wereng batang cokelat,1,ml/l,2025-02-17,2030-02-17
669,FOLTUS PLUS 500 SL,Insektisida,SL,dimehipo,500,g/l,padi,wereng batang cokelat,2,ml/l,2025-07-11,2030-07-11
670,FURATUR 3 GR,Insektisida,GR,Karbofuran,3,%,padi,wereng batang cokelat,"25,5",kg/ha,2023-04-26,2028-04-26
671,FURROZ 40/20 WG,Insektisida,WG,dinotefuran,20,%,padi,wereng batang cokelat,0.5,g/l,2024-03-04,2029-03-04
672,FURROZ 40/20 WG,Insektisida,WG,pymetrozine,40,%,padi,wereng batang cokelat,0.5,g/l,2024-03-04,2029-03-04
673,Gardara 10 SP,Insektisida,SP,Nitenpyram,10,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
674,Gardara 10 SP,Insektisida,SP,Nitenpyram,10,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
675,GARNET 80 WG,Insektisida,WG,Fipronil,80,%,padi,wereng batang cokelat,0.1,g/l,2026-01-20,2031-01-20
676,GAVIN 35 WP,Insektisida,WP,Nitenpiram,10.00,%,padi,wereng batang cokelat,1.5,g/l,2023-04-26,2028-04-26
677,GAVIN 35 WP,Insektisida,WP,Tiametoksam,25.00,%,padi,wereng batang cokelat,1.5,g/l,2023-04-26,2028-04-26
678,GENIUS 20/125 OD,Insektisida,OD,Abamektin,20,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
679,GENIUS 20/125 OD,Insektisida,OD,Nitenpiram,125,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
680,GOLDCHECK 30/40 WG,Insektisida,WG,Nitenpyram,30,%,padi,wereng batang cokelat,"1,5",g/l,2024-08-09,2029-08-09
681,GOLDCHECK 30/40 WG,Insektisida,WG,pymetrozine,40,%,padi,wereng batang cokelat,"1,5",g/l,2024-08-09,2029-08-09
682,HANTER 20/60 WG,Insektisida,WG,nitenpiram,20,%,padi,wereng batang cokelat,1.5,g/l,2022-06-27,2027-06-27
683,HANTER 20/60 WG,Insektisida,WG,pimetrozin,60,%,padi,wereng batang cokelat,1.5,g/l,2022-06-27,2027-06-27
684,HICARB 500 EC,Insektisida,EC,Fenobukarb,500,g/l,padi,wereng batang cokelat,2,ml/l,2025-07-11,2030-07-11
685,HIPPO 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,2,ml/l,2022-10-04,2027-10-04
686,HIPPO 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,2,ml/l,2022-10-04,2027-10-04
687,HIPPO 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,2,ml/l,2022-10-04,2027-10-04
688,HIPPO 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,2,ml/l,2022-10-04,2027-10-04
689,HIPPO 48 WP,Insektisida,WP,Dimehypo,45,%,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
690,HIPPO 48 WP,Insektisida,WP,Imidacloprid,3,%,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
691,HOKITAN 500 SL,Insektisida,SL,Dimehipo,500,g/l,padi,wereng batang cokelat,"2,5",ml/l,2024-03-05,2029-03-05
692,HOPPER 500 EC,Insektisida,EC,BPMC,500,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
693,HYPOMAX 550 SL,Insektisida,SL,Dimehipo,550,g/l,padi,wereng batang cokelat,1,ml/l,2025-02-17,2030-02-17
694,IMIDAPRO 30 WP,Insektisida,WP,Imidakloprid,30,%,padi,wereng batang cokelat,2,g/l,2024-03-05,2029-03-05
695,IMIDOR 50 SL,Insektisida,SL,Imidakloprid,50,g/l,padi,wereng batang cokelat,1,ml/l,2025-11-13,2030-11-13
696,INDOBAS 500 EC,Insektisida,EC,BPMC,500,g/l,padi,wereng batang cokelat,2,ml/l,2025-09-26,2030-09-26
697,INDODINE 6 GR,Insektisida,GR,dimehipo,6,%,padi,wereng batang cokelat,12,kg/ha,2022-10-04,2027-10-04
698,INDOMEC 20 EC,Insektisida,EC,abamektin,20,g/l,padi,wereng batang cokelat,2,ml/l,2024-03-05,2029-03-05
699,INTERPRID 25 WP,Insektisida,WP,Imidakloprid,25,%,padi,wereng batang cokelat,1.5,g/l,2023-04-26,2028-04-26
700,JAMBO 200 ME,Insektisida,ME,abamektin,2,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
701,JAMBO 200 ME,Insektisida,ME,Monosultap,198,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
702,JIBRO 50 SC,Insektisida,SC,fipronil,50,g/l,padi,wereng batang cokelat,1,ml/l,2025-07-11,2030-07-11
703,K-KINGFIELD 60/20 WG,Insektisida,WG,Nitenpiram,20,%,padi,wereng batang cokelat,0.5,g/l,2023-04-26,2028-04-26
704,K-KINGFIELD 60/20 WG,Insektisida,WG,Nitenpiram,20,%,padi,wereng batang cokelat,0.5,g/l,2023-04-26,2028-04-26
705,K-KINGFIELD 60/20 WG,Insektisida,WG,Pimetrozin,60,%,padi,wereng batang cokelat,0.5,g/l,2023-04-26,2028-04-26
706,K-KINGFIELD 60/20 WG,Insektisida,WG,Pimetrozin,60,%,padi,wereng batang cokelat,0.5,g/l,2023-04-26,2028-04-26
707,K-METCARB 20/5 WP,Insektisida,WP,Buprofezin,5,%,padi,wereng batang cokelat,2,g/l,2025-09-26,2030-09-26
708,K-METCARB 20/5 WP,Insektisida,WP,Metolkarb,20,%,padi,wereng batang cokelat,2,g/l,2025-09-26,2030-09-26
709,KARIBIAN 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
710,KAYAN 128 SL,Insektisida,SL,nitenpiram,128,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
711,KENTARA 200 EC,Insektisida,EC,Karbosulfan,200,g/l,padi,wereng batang cokelat,1,ml/l,2024-08-09,2029-08-09
